# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
291 0 1.03142 1.74632 2.32145 2.81167 3.24287 3.6298 3.9819 4.30561 4.60561 4.8854 5.14773 5.39473 5.62818 5.84951 6.05994 6.26048 6.45201 6.63529 6.81097 6.97963 7.14178 7.29787 7.44831 7.59345 7.73362 7.86912 8.00021 8.12714 8.25013 8.36939 8.48511 8.59745 8.70658 8.81266 8.9158 9.01616 9.11384 9.20895 9.30161 9.39191 9.47994 9.56579 9.64954 9.73127 9.81105 9.88895 9.96503 10.0394 10.112 10.183 10.2524 10.3203 10.3866 10.4516 10.5151 10.5773 10.6381 10.6977 10.756 10.8131 10.869 10.9238 10.9775 11.0301 11.0816 11.1321 11.1816 11.2301 11.2776 11.3242 11.3699 11.4147 11.4587 11.5018 11.544 11.5855 11.6261 11.666 11.7051 11.7435 11.7811 11.8181 11.8543 11.8899 11.9248 11.959 11.9926 12.0256 12.0579 12.0897 12.1208 12.1514 12.1814 12.2108 12.2397 12.2681 12.2959 12.3232 12.35 12.3763 12.4021 12.4274 12.4522 12.4766 12.5005 12.524 12.547 12.5696 12.5917 12.6134 12.6347 12.6556 12.6761 12.6962 12.7159 12.7353 12.7542 12.7728 12.791 12.8088 12.8263 12.8435 12.8602 12.8767 12.8928 12.9086 12.9241 12.9392 12.954 12.9686 12.9828 12.9967 13.0103 13.0236 13.0366 13.0494 13.0618 13.074 13.0859 13.0975 13.1089 13.12 13.1308 13.1414 13.1517 13.1618 13.1716 13.1812 13.1905 13.1996 13.2085 13.2171 13.2256 13.2337 13.2417 13.2494 13.2569 13.2642 13.2713 13.2782 13.2849 13.2913 13.2976 13.3036 13.3095 13.3152 13.3206 13.3259 13.331 13.3359 13.3406 13.3452 13.3495 13.3537 13.3577 13.3615 13.3651 13.3686 13.3719 13.3751 13.378 13.3808 13.3835 13.386 13.3883 13.3905 13.3925 13.3944 13.3961 13.3976 13.399 13.4003 13.4014 13.4024 13.4032 13.4039 13.4044 13.4048 13.4051 13.4053
292 0 1.02511 1.7352 2.30625 2.7929 3.22088 3.60488 3.95427 4.27547 4.57311 4.8507 5.11093 5.35596 5.58753 5.80708 6.01579 6.2147 6.40467 6.58644 6.76068 6.92794 7.08875 7.24355 7.39273 7.53666 7.67566 7.81003 7.94002 8.06588 8.18784 8.3061 8.42084 8.53223 8.64044 8.74562 8.84789 8.94739 9.04424 9.13855 9.23042 9.31995 9.40723 9.49235 9.57538 9.65641 9.73551 9.81274 9.88817 9.96186 10.0339 10.1043 10.1731 10.2403 10.3062 10.3705 10.4335 10.4951 10.5555 10.6145 10.6723 10.729 10.7844 10.8387 10.8919 10.944 10.9951 11.0452 11.0942 11.1423 11.1894 11.2356 11.2809 11.3254 11.3689 11.4116 11.4535 11.4946 11.5349 11.5744 11.6132 11.6513 11.6886 11.7252 11.7611 11.7964 11.831 11.8649 11.8982 11.9309 11.963 11.9944 12.0253 12.0556 12.0854 12.1146 12.1432 12.1713 12.1989 12.2259 12.2525 12.2786 12.3041 12.3292 12.3538 12.378 12.4017 12.425 12.4478 12.4701 12.4921 12.5136 12.5347 12.5555 12.5758 12.5957 12.6152 12.6344 12.6532 12.6716 12.6896 12.7073 12.7247 12.7416 12.7583 12.7746 12.7906 12.8062 12.8216 12.8366 12.8513 12.8657 12.8797 12.8935 12.907 12.9202 12.9331 12.9457 12.9581 12.9702 12.982 12.9935 13.0047 13.0157 13.0265 13.037 13.0472 13.0572 13.0669 13.0764 13.0857 13.0947 13.1035 13.1121 13.1204 13.1285 13.1364 13.144 13.1515 13.1587 13.1658 13.1726 13.1792 13.1856 13.1918 13.1978 13.2036 13.2092 13.2146 13.2199 13.2249 13.2298 13.2345 13.2389 13.2433 13.2474 13.2514 13.2551 13.2588 13.2622 13.2655 13.2686 13.2715 13.2743 13.2769 13.2794 13.2817 13.2839 13.2859 13.2877 13.2894 13.2909 13.2923 13.2936 13.2947 13.2957 13.2965 13.2972 13.2977 13.2981 13.2984 13.2985
293 0 1.01884 1.72414 2.29115 2.77424 3.19903 3.58012 3.92683 4.24553 4.54084 4.81624 5.0744 5.31748 5.54718 5.76495 5.97198 6.16926 6.35768 6.53796 6.71076 6.87665 7.03613 7.18964 7.33759 7.48032 7.61816 7.7514 7.88031 8.00512 8.12605 8.24331 8.35708 8.46754 8.57484 8.67912 8.78053 8.87919 8.97522 9.06872 9.15981 9.24858 9.33511 9.41951 9.50183 9.58217 9.66059 9.73717 9.81195 9.88501 9.9564 10.0262 10.0944 10.1611 10.2263 10.2902 10.3526 10.4137 10.4735 10.5321 10.5894 10.6455 10.7005 10.7543 10.8071 10.8587 10.9094 10.959 11.0076 11.0553 11.102 11.1478 11.1927 11.2368 11.2799 11.3223 11.3638 11.4045 11.4445 11.4837 11.5221 11.5598 11.5968 11.6331 11.6688 11.7037 11.738 11.7716 11.8047 11.837 11.8688 11.9 11.9306 11.9607 11.9902 12.0191 12.0475 12.0753 12.1027 12.1295 12.1558 12.1817 12.207 12.2319 12.2563 12.2802 12.3037 12.3268 12.3494 12.3716 12.3933 12.4147 12.4356 12.4562 12.4763 12.496 12.5154 12.5344 12.553 12.5713 12.5892 12.6067 12.6239 12.6407 12.6572 12.6734 12.6892 12.7047 12.7199 12.7348 12.7494 12.7636 12.7776 12.7913 12.8046 12.8177 12.8305 12.843 12.8553 12.8672 12.8789 12.8904 12.9015 12.9124 12.9231 12.9335 12.9436 12.9535 12.9632 12.9726 12.9817 12.9907 12.9994 13.0079 13.0161 13.0242 13.032 13.0396 13.047 13.0542 13.0611 13.0679 13.0744 13.0808 13.0869 13.0929 13.0986 13.1042 13.1096 13.1148 13.1198 13.1246 13.1292 13.1337 13.1379 13.142 13.146 13.1497 13.1533 13.1567 13.16 13.163 13.166 13.1687 13.1713 13.1738 13.1761 13.1782 13.1802 13.182 13.1837 13.1852 13.1866 13.1878 13.1889 13.1899 13.1907 13.1914 13.1919 13.1923 13.1926 13.1927
294 0 1.0126 1.71313 2.27613 2.7557 3.17732 3.55553 3.89957 4.2158 4.5088 4.78202 5.03814 5.27927 5.50713 5.72314 5.92849 6.12417 6.31105 6.48985 6.66124 6.82576 6.98392 7.13616 7.28288 7.42442 7.56111 7.69324 7.82107 7.94483 8.06475 8.18103 8.29384 8.40337 8.50976 8.61316 8.71371 8.81154 8.90675 8.99946 9.08978 9.17779 9.26359 9.34727 9.42889 9.50855 9.5863 9.66222 9.73636 9.8088 9.87958 9.94876 10.0164 10.0825 10.1472 10.2105 10.2724 10.333 10.3923 10.4503 10.5071 10.5628 10.6173 10.6706 10.7229 10.7742 10.8244 10.8735 10.9218 10.969 11.0153 11.0607 11.1053 11.1489 11.1917 11.2337 11.2749 11.3152 11.3549 11.3937 11.4318 11.4692 11.5059 11.5419 11.5772 11.6118 11.6458 11.6792 11.7119 11.744 11.7755 11.8064 11.8368 11.8666 11.8958 11.9245 11.9526 11.9802 12.0073 12.0339 12.06 12.0856 12.1108 12.1354 12.1596 12.1833 12.2066 12.2295 12.2519 12.2739 12.2955 12.3166 12.3374 12.3577 12.3777 12.3973 12.4165 12.4353 12.4537 12.4718 12.4895 12.5069 12.524 12.5407 12.557 12.573 12.5887 12.6041 12.6192 12.6339 12.6484 12.6625 12.6764 12.6899 12.7032 12.7161 12.7288 12.7412 12.7533 12.7652 12.7768 12.7881 12.7992 12.81 12.8205 12.8309 12.8409 12.8507 12.8603 12.8696 12.8787 12.8876 12.8962 12.9046 12.9128 12.9208 12.9285 12.9361 12.9434 12.9505 12.9574 12.9641 12.9706 12.9769 12.983 12.9889 12.9946 13.0001 13.0054 13.0106 13.0155 13.0203 13.0249 13.0293 13.0335 13.0376 13.0415 13.0452 13.0488 13.0522 13.0554 13.0584 13.0613 13.0641 13.0666 13.0691 13.0713 13.0734 13.0754 13.0772 13.0789 13.0804 13.0818 13.083 13.0841 13.085 13.0858 13.0865 13.087 13.0874 13.0877 13.0878
295 0 1.00639 1.70219 2.2612 2.73727 3.15575 3.53109 3.87249 4.18627 4.47698 4.74805 5.00213 5.24134 5.46737 5.68164 5.88532 6.07942 6.26477 6.44211 6.61209 6.77526 6.93211 7.08309 7.22859 7.36896 7.50452 7.63554 7.7623 7.88503 8.00395 8.11924 8.23111 8.33971 8.44521 8.54774 8.64744 8.74444 8.83885 8.93077 9.02032 9.10759 9.19266 9.27562 9.35655 9.43553 9.51262 9.58789 9.6614 9.73322 9.80339 9.87198 9.93904 10.0046 10.0687 10.1315 10.1928 10.2529 10.3117 10.3692 10.4256 10.4807 10.5347 10.5877 10.6395 10.6903 10.7401 10.7888 10.8366 10.8835 10.9294 10.9744 11.0185 11.0618 11.1042 11.1459 11.1867 11.2267 11.266 11.3045 11.3423 11.3793 11.4157 11.4514 11.4864 11.5207 11.5544 11.5875 11.6199 11.6517 11.683 11.7136 11.7437 11.7732 11.8022 11.8306 11.8585 11.8859 11.9128 11.9392 11.965 11.9904 12.0153 12.0398 12.0637 12.0873 12.1104 12.133 12.1552 12.177 12.1984 12.2194 12.24 12.2601 12.2799 12.2993 12.3184 12.337 12.3553 12.3732 12.3908 12.408 12.4249 12.4415 12.4577 12.4736 12.4891 12.5044 12.5193 12.5339 12.5483 12.5623 12.576 12.5894 12.6026 12.6154 12.628 12.6403 12.6523 12.6641 12.6756 12.6868 12.6977 12.7085 12.7189 12.7291 12.7391 12.7488 12.7583 12.7676 12.7766 12.7854 12.7939 12.8023 12.8104 12.8183 12.826 12.8334 12.8407 12.8477 12.8546 12.8612 12.8677 12.8739 12.8799 12.8858 12.8914 12.8969 12.9022 12.9073 12.9122 12.9169 12.9215 12.9259 12.9301 12.9341 12.9379 12.9416 12.9452 12.9485 12.9517 12.9547 12.9576 12.9603 12.9629 12.9653 12.9675 12.9696 12.9716 12.9734 12.975 12.9765 12.9779 12.9791 12.9802 12.9811 12.9819 12.9826 12.9831 12.9835 12.9837 12.9839
296 0 1.00021 1.69131 2.24636 2.71895 3.13432 3.50682 3.8456 4.15695 4.44539 4.71432 4.96639 5.20368 5.4279 5.64045 5.84248 6.035 6.21884 6.39473 6.56331 6.72514 6.8807 7.03044 7.17473 7.31394 7.44836 7.5783 7.704 7.8257 7.94362 8.05796 8.16888 8.27657 8.38118 8.48285 8.58171 8.67788 8.77149 8.86264 8.95143 9.03796 9.12231 9.20456 9.28481 9.36311 9.43954 9.51417 9.58706 9.65826 9.72784 9.79584 9.86232 9.92733 9.99091 10.0531 10.1139 10.1735 10.2318 10.2888 10.3447 10.3994 10.4529 10.5054 10.5568 10.6071 10.6565 10.7048 10.7522 10.7986 10.8442 10.8888 10.9325 10.9755 11.0175 11.0588 11.0992 11.1389 11.1778 11.216 11.2535 11.2902 11.3263 11.3616 11.3963 11.4304 11.4638 11.4966 11.5287 11.5603 11.5913 11.6216 11.6515 11.6807 11.7094 11.7376 11.7653 11.7924 11.8191 11.8452 11.8708 11.896 11.9207 11.9449 11.9687 11.992 12.0149 12.0374 12.0594 12.081 12.1022 12.123 12.1434 12.1634 12.183 12.2022 12.2211 12.2396 12.2577 12.2755 12.2929 12.31 12.3268 12.3432 12.3592 12.375 12.3904 12.4055 12.4203 12.4348 12.449 12.4629 12.4765 12.4898 12.5028 12.5156 12.528 12.5402 12.5521 12.5638 12.5752 12.5863 12.5972 12.6078 12.6182 12.6283 12.6382 12.6478 12.6572 12.6664 12.6753 12.6841 12.6925 12.7008 12.7089 12.7167 12.7243 12.7317 12.7389 12.7459 12.7527 12.7592 12.7656 12.7718 12.7778 12.7836 12.7892 12.7946 12.7999 12.8049 12.8098 12.8145 12.819 12.8233 12.8275 12.8315 12.8353 12.839 12.8424 12.8458 12.8489 12.8519 12.8548 12.8575 12.86 12.8624 12.8646 12.8667 12.8686 12.8704 12.872 12.8735 12.8749 12.8761 12.8771 12.8781 12.8789 12.8795 12.88 12.8804 12.8807 12.8808
297 0 0.994056 1.68048 2.2316 2.70075 3.11302 3.4827 3.81889 4.12783 4.41401 4.68083 4.9309 5.1663 5.38872 5.59956 5.79996 5.99091 6.17326 6.34771 6.51491 6.67541 6.82969 6.97819 7.12129 7.25934 7.39265 7.52151 7.64616 7.76685 7.88378 7.99716 8.10715 8.21394 8.31767 8.41848 8.5165 8.61187 8.70469 8.79507 8.8831 8.9689 9.05253 9.13409 9.21365 9.29129 9.36707 9.44106 9.51333 9.58393 9.65291 9.72033 9.78625 9.8507 9.91373 9.97539 10.0357 10.0948 10.1525 10.2091 10.2645 10.3187 10.3718 10.4238 10.4748 10.5247 10.5736 10.6215 10.6685 10.7145 10.7597 10.8039 10.8473 10.8898 10.9315 10.9724 11.0125 11.0519 11.0905 11.1283 11.1655 11.2019 11.2376 11.2727 11.3071 11.3408 11.3739 11.4064 11.4383 11.4696 11.5003 11.5304 11.56 11.589 11.6175 11.6454 11.6728 11.6997 11.7261 11.752 11.7775 11.8024 11.8269 11.8509 11.8745 11.8976 11.9203 11.9426 11.9644 11.9858 12.0068 12.0274 12.0476 12.0675 12.0869 12.106 12.1247 12.143 12.161 12.1786 12.1959 12.2128 12.2294 12.2457 12.2616 12.2772 12.2925 12.3075 12.3222 12.3365 12.3506 12.3644 12.3779 12.3911 12.404 12.4166 12.429 12.441 12.4529 12.4644 12.4757 12.4867 12.4975 12.508 12.5183 12.5284 12.5382 12.5477 12.557 12.5661 12.575 12.5836 12.592 12.6002 12.6082 12.616 12.6235 12.6308 12.638 12.6449 12.6516 12.6581 12.6645 12.6706 12.6765 12.6823 12.6878 12.6932 12.6984 12.7034 12.7082 12.7129 12.7174 12.7217 12.7258 12.7297 12.7335 12.7372 12.7406 12.7439 12.7471 12.75 12.7529 12.7555 12.758 12.7604 12.7626 12.7647 12.7666 12.7683 12.77 12.7714 12.7728 12.774 12.775 12.7759 12.7767 12.7774 12.7779 12.7783 12.7785 12.7787
298 0 0.987933 1.66972 2.21694 2.68266 3.09187 3.45875 3.79236 4.09891 4.38286 4.64757 4.89566 5.12919 5.34983 5.55897 5.75776 5.94716 6.12802 6.30105 6.46689 6.62607 6.77908 6.92635 7.06827 7.20518 7.33738 7.46516 7.58878 7.70846 7.82441 7.93684 8.04592 8.15181 8.25466 8.35463 8.45183 8.54639 8.63842 8.72804 8.81533 8.9004 8.98333 9.06419 9.14308 9.22006 9.2952 9.36856 9.44021 9.51021 9.5786 9.64545 9.7108 9.77471 9.8372 9.89833 9.95815 10.0167 10.074 10.13 10.1849 10.2387 10.2913 10.3429 10.3934 10.4429 10.4914 10.5389 10.5855 10.6311 10.6759 10.7197 10.7628 10.8049 10.8463 10.8868 10.9266 10.9656 11.0038 11.0414 11.0782 11.1143 11.1497 11.1845 11.2186 11.252 11.2849 11.3171 11.3487 11.3797 11.4101 11.44 11.4693 11.4981 11.5263 11.554 11.5812 11.6078 11.634 11.6597 11.6849 11.7096 11.7339 11.7577 11.7811 11.804 11.8265 11.8486 11.8702 11.8914 11.9123 11.9327 11.9527 11.9724 11.9917 12.0106 12.0291 12.0473 12.0651 12.0826 12.0997 12.1165 12.1329 12.1491 12.1649 12.1803 12.1955 12.2103 12.2249 12.2391 12.2531 12.2667 12.2801 12.2932 12.306 12.3185 12.3307 12.3427 12.3544 12.3659 12.3771 12.388 12.3987 12.4091 12.4193 12.4293 12.439 12.4485 12.4577 12.4667 12.4755 12.4841 12.4924 12.5005 12.5084 12.5161 12.5236 12.5309 12.5379 12.5448 12.5515 12.5579 12.5642 12.5703 12.5762 12.5819 12.5874 12.5927 12.5978 12.6028 12.6076 12.6122 12.6166 12.6209 12.625 12.6289 12.6327 12.6363 12.6397 12.643 12.6461 12.649 12.6518 12.6545 12.6569 12.6593 12.6615 12.6635 12.6654 12.6672 12.6688 12.6702 12.6716 12.6727 12.6738 12.6747 12.6755 12.6761 12.6766 12.677 12.6773 12.6774
299 0 0.98184 1.65901 2.20235 2.66469 3.07084 3.43495 3.76601 4.07018 4.35192 4.61455 4.86068 5.09235 5.31123 5.51869 5.71587 5.90374 6.08313 6.25475 6.41922 6.5771 6.72885 6.87491 7.01566 7.15143 7.28254 7.40926 7.53185 7.65053 7.76552 7.87701 7.98517 8.09017 8.19217 8.29129 8.38767 8.48144 8.5727 8.66156 8.74812 8.83246 8.91469 8.99487 9.07309 9.14942 9.22392 9.29666 9.3677 9.4371 9.50491 9.57119 9.63599 9.69934 9.76131 9.82192 9.88122 9.93925 9.99604 10.0516 10.1061 10.1594 10.2116 10.2627 10.3128 10.3618 10.4099 10.457 10.5032 10.5484 10.5928 10.6363 10.6789 10.7207 10.7617 10.8019 10.8414 10.88 10.9179 10.9551 10.9916 11.0274 11.0626 11.097 11.1308 11.164 11.1965 11.2285 11.2598 11.2906 11.3207 11.3503 11.3794 11.4079 11.4359 11.4634 11.4903 11.5167 11.5427 11.5681 11.5931 11.6176 11.6417 11.6653 11.6885 11.7112 11.7335 11.7554 11.7768 11.7979 11.8185 11.8388 11.8586 11.8781 11.8972 11.916 11.9344 11.9524 11.97 11.9874 12.0043 12.021 12.0373 12.0533 12.0689 12.0843 12.0993 12.114 12.1284 12.1426 12.1564 12.1699 12.1832 12.1961 12.2088 12.2212 12.2334 12.2452 12.2569 12.2682 12.2793 12.2901 12.3007 12.3111 12.3212 12.331 12.3407 12.3501 12.3592 12.3682 12.3769 12.3854 12.3936 12.4017 12.4095 12.4171 12.4245 12.4318 12.4388 12.4456 12.4522 12.4586 12.4648 12.4708 12.4767 12.4823 12.4878 12.493 12.4981 12.5031 12.5078 12.5124 12.5168 12.521 12.5251 12.5289 12.5327 12.5362 12.5396 12.5429 12.546 12.5489 12.5517 12.5543 12.5567 12.5591 12.5612 12.5633 12.5651 12.5669 12.5685 12.5699 12.5712 12.5724 12.5734 12.5743 12.5751 12.5758 12.5763 12.5766 12.5769 12.577
300 0 0.975776 1.64836 2.18786 2.64682 3.04996 3.41131 3.73984 4.04166 4.3212 4.58177 4.82595 5.05578 5.27291 5.4787 5.67429 5.86064 6.03857 6.2088 6.37193 6.52851 6.67902 6.82388 6.96346 7.09811 7.22814 7.35381 7.47537 7.59307 7.7071 7.81765 7.92491 8.02904 8.13017 8.22847 8.32404 8.41702 8.50751 8.59562 8.68145 8.76508 8.84661 8.92612 9.00367 9.07935 9.15322 9.22535 9.29578 9.3646 9.43183 9.49755 9.56179 9.62461 9.68604 9.74614 9.80493 9.86247 9.91878 9.9739 10.0279 10.0807 10.1325 10.1831 10.2328 10.2814 10.3291 10.3758 10.4216 10.4665 10.5104 10.5535 10.5958 10.6373 10.6779 10.7178 10.7568 10.7952 10.8328 10.8697 10.9058 10.9413 10.9761 11.0103 11.0438 11.0767 11.109 11.1406 11.1717 11.2022 11.2321 11.2615 11.2903 11.3185 11.3463 11.3735 11.4002 11.4264 11.4521 11.4774 11.5021 11.5264 11.5503 11.5737 11.5967 11.6192 11.6413 11.663 11.6842 11.7051 11.7256 11.7457 11.7654 11.7847 11.8036 11.8222 11.8404 11.8583 11.8758 11.893 11.9098 11.9263 11.9425 11.9583 11.9738 11.989 12.0039 12.0185 12.0328 12.0468 12.0605 12.0739 12.0871 12.0999 12.1125 12.1248 12.1368 12.1486 12.1601 12.1714 12.1824 12.1931 12.2036 12.2139 12.2239 12.2337 12.2432 12.2525 12.2616 12.2705 12.2791 12.2875 12.2957 12.3037 12.3114 12.319 12.3264 12.3335 12.3405 12.3472 12.3537 12.3601 12.3663 12.3722 12.378 12.3836 12.389 12.3943 12.3993 12.4042 12.4089 12.4134 12.4178 12.422 12.426 12.4299 12.4335 12.4371 12.4404 12.4437 12.4467 12.4496 12.4524 12.455 12.4574 12.4597 12.4619 12.4639 12.4657 12.4674 12.469 12.4705 12.4718 12.4729 12.474 12.4749 12.4756 12.4763 12.4768 12.4771 12.4774 12.4775
301 0 0.969742 1.63777 2.17345 2.62907 3.0292 3.38783 3.71385 4.01333 4.29069 4.54922 4.79147 5.01947 5.23486 5.439 5.63302 5.81786 5.99435 6.16319 6.32499 6.48029 6.62957 6.77323 6.91167 7.04521 7.17415 7.29878 7.41934 7.53606 7.64914 7.75877 7.86513 7.96839 8.06868 8.16615 8.26092 8.35311 8.44284 8.53021 8.61532 8.69825 8.77909 8.85792 8.93482 9.00986 9.08311 9.15462 9.22446 9.29269 9.35936 9.42451 9.48821 9.55049 9.6114 9.67099 9.72928 9.78633 9.84216 9.89681 9.95031 10.0027 10.054 10.1043 10.1535 10.2017 10.249 10.2953 10.3407 10.3852 10.4288 10.4715 10.5134 10.5545 10.5948 10.6343 10.673 10.7111 10.7483 10.7849 10.8208 10.856 10.8905 10.9243 10.9576 10.9902 11.0222 11.0535 11.0843 11.1146 11.1442 11.1733 11.2019 11.2299 11.2574 11.2844 11.3109 11.3369 11.3624 11.3874 11.4119 11.436 11.4597 11.4829 11.5056 11.528 11.5499 11.5714 11.5925 11.6132 11.6334 11.6534 11.6729 11.692 11.7108 11.7292 11.7473 11.765 11.7824 11.7994 11.8161 11.8324 11.8484 11.8641 11.8795 11.8946 11.9094 11.9239 11.938 11.9519 11.9655 11.9788 11.9918 12.0045 12.017 12.0292 12.0411 12.0528 12.0642 12.0754 12.0863 12.0969 12.1073 12.1175 12.1274 12.1371 12.1466 12.1558 12.1648 12.1736 12.1822 12.1905 12.1986 12.2065 12.2142 12.2217 12.229 12.2361 12.243 12.2497 12.2562 12.2625 12.2686 12.2745 12.2802 12.2858 12.2912 12.2963 12.3014 12.3062 12.3108 12.3153 12.3197 12.3238 12.3278 12.3316 12.3353 12.3388 12.3421 12.3453 12.3483 12.3512 12.3539 12.3565 12.3589 12.3612 12.3633 12.3653 12.3672 12.3689 12.3704 12.3719 12.3732 12.3743 12.3753 12.3762 12.377 12.3776 12.3781 12.3785 12.3787 12.3789
302 0 0.963737 1.62724 2.15912 2.61142 3.00858 3.3645 3.68803 3.9852 4.2604 4.5169 4.75723 4.98342 5.1971 5.3996 5.59206 5.77541 5.95047 6.11793 6.27842 6.43245 6.5805 6.72298 6.86028 6.99272 7.1206 7.24419 7.36375 7.4795 7.59164 7.70036 7.80583 7.90822 8.00768 8.10433 8.19831 8.28973 8.37871 8.46534 8.54973 8.63196 8.71212 8.79029 8.86654 8.94094 9.01357 9.08448 9.15373 9.22137 9.28748 9.35208 9.41524 9.47699 9.53738 9.59646 9.65426 9.71082 9.76617 9.82036 9.87341 9.92535 9.97622 10.026 10.0749 10.1227 10.1695 10.2154 10.2604 10.3045 10.3478 10.3901 10.4317 10.4724 10.5124 10.5515 10.59 10.6276 10.6646 10.7009 10.7364 10.7713 10.8055 10.8391 10.872 10.9044 10.9361 10.9672 10.9977 11.0277 11.0571 11.0859 11.1142 11.142 11.1693 11.196 11.2223 11.2481 11.2733 11.2982 11.3225 11.3464 11.3698 11.3928 11.4154 11.4375 11.4593 11.4806 11.5015 11.522 11.5421 11.5618 11.5812 11.6002 11.6188 11.6371 11.655 11.6725 11.6897 11.7066 11.7231 11.7393 11.7552 11.7708 11.7861 11.801 11.8157 11.83 11.844 11.8578 11.8713 11.8845 11.8974 11.91 11.9224 11.9344 11.9463 11.9578 11.9692 11.9802 11.991 12.0016 12.0119 12.022 12.0318 12.0414 12.0508 12.06 12.0689 12.0776 12.0861 12.0943 12.1024 12.1102 12.1179 12.1253 12.1325 12.1395 12.1464 12.153 12.1594 12.1657 12.1717 12.1776 12.1833 12.1888 12.1941 12.1993 12.2042 12.209 12.2136 12.2181 12.2224 12.2265 12.2304 12.2342 12.2379 12.2413 12.2446 12.2478 12.2508 12.2537 12.2564 12.2589 12.2613 12.2636 12.2657 12.2677 12.2695 12.2712 12.2727 12.2741 12.2754 12.2766 12.2776 12.2785 12.2792 12.2798 12.2803 12.2807 12.281 12.2811
303 0 0.957762 1.61677 2.14488 2.59389 2.9881 3.34133 3.66238 3.95726 4.23032 4.4848 4.72325 4.94764 5.15961 5.3605 5.5514 5.73327 5.90691 6.07302 6.23219 6.38497 6.5318 6.67312 6.80929 6.94063 7.06746 7.19003 7.3086 7.42339 7.53459 7.64241 7.74701 7.84854 7.94716 8.04301 8.1362 8.22685 8.31508 8.40099 8.48467 8.56621 8.64569 8.7232 8.79881 8.87259 8.9446 9.01491 9.08357 9.15065 9.21619 9.28025 9.34287 9.4041 9.46398 9.52255 9.57986 9.63594 9.69082 9.74455 9.79714 9.84865 9.89908 9.94848 9.99687 10.0443 10.0907 10.1363 10.1809 10.2246 10.2674 10.3095 10.3507 10.391 10.4307 10.4695 10.5076 10.5449 10.5816 10.6175 10.6528 10.6874 10.7213 10.7546 10.7872 10.8193 10.8507 10.8816 10.9118 10.9415 10.9707 10.9993 11.0274 11.0549 11.0819 11.1085 11.1345 11.16 11.1851 11.2097 11.2338 11.2575 11.2807 11.3035 11.3259 11.3479 11.3694 11.3905 11.4113 11.4316 11.4515 11.4711 11.4903 11.5091 11.5276 11.5457 11.5634 11.5808 11.5979 11.6146 11.631 11.6471 11.6628 11.6783 11.6934 11.7082 11.7227 11.7369 11.7509 11.7645 11.7779 11.7909 11.8037 11.8163 11.8285 11.8405 11.8522 11.8637 11.8749 11.8859 11.8966 11.9071 11.9173 11.9273 11.937 11.9466 11.9559 11.9649 11.9738 11.9824 11.9908 11.999 12.007 12.0148 12.0223 12.0297 12.0369 12.0438 12.0506 12.0572 12.0635 12.0697 12.0757 12.0816 12.0872 12.0926 12.0979 12.103 12.1079 12.1127 12.1173 12.1217 12.1259 12.13 12.1339 12.1377 12.1413 12.1447 12.148 12.1511 12.1541 12.1569 12.1596 12.1622 12.1645 12.1668 12.1689 12.1708 12.1726 12.1743 12.1759 12.1773 12.1785 12.1797 12.1807 12.1815 12.1823 12.1829 12.1834 12.1838 12.184 12.1841
