# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
10 0 2.5 5 7.5 10 12.5 15 17.4999 19.9998 22.4996 24.9994 27.4989 29.9983 32.4974 34.9962 37.4946 39.9924 42.4896 44.9861 47.4816 49.9762 52.4696 54.9617 57.4522 59.9411 62.428 64.9129 67.3954 69.8754 72.3526 74.8267 77.2976 79.765 82.2286 84.6881 87.1433 89.5939 92.0395 94.48 96.915 99.3442 101.767 104.184 106.594 108.997 111.393 113.781 116.161 118.533 120.897 123.251 125.597 127.933 130.259 132.575 134.881 137.177 139.461 141.734 143.996 146.246 148.484 150.71 152.923 155.123 157.31 159.484 161.644 163.79 165.923 168.041 170.144 172.233 174.307 176.366 178.409 180.437 182.449 184.445 186.425 188.389 190.336 192.266 194.18 196.077 197.957 199.82 201.665 203.493 205.304 207.096 208.871 210.628 212.367 214.088 215.791 217.475 219.141 220.789 222.418 224.029 225.621 227.195 228.75 230.286 231.804 233.302 234.782 236.244 237.686 239.109 240.514 241.9 243.267 244.615 245.944 247.255 248.546 249.819 251.073 252.309 253.526 254.724 255.903 257.064 258.207 259.331 260.436 261.523 262.592 263.643 264.675 265.689 266.685 267.663 268.624 269.566 270.491 271.398 272.287 273.159 274.013 274.85 275.67 276.473 277.258 278.026 278.778 279.513 280.231 280.932 281.617 282.286 282.938 283.574 284.194 284.798 285.386 285.958 286.515 287.056 287.581 288.091 288.586 289.066 289.531 289.981 290.416 290.837 291.243 291.634 292.011 292.374 292.723 293.057 293.378 293.685 293.979 294.259 294.525 294.779 295.019 295.246 295.46 295.661 295.849 296.025 296.188 296.339 296.478 296.604 296.718 296.821 296.912 296.99 297.058 297.114 297.158 297.191 297.213 297.224
11 0 2.5 5 7.5 9.99999 12.5 14.9999 17.4998 19.9997 22.4994 24.9989 27.4982 29.9971 32.4957 34.9937 37.491 39.9876 42.4832 44.9778 47.4711 49.9629 52.453 54.9412 57.4274 59.9112 62.3924 64.8707 67.3459 69.8177 72.2859 74.7501 77.21 79.6654 82.1159 84.5613 87.0011 89.4352 91.8631 94.2846 96.6993 99.107 101.507 103.9 106.284 108.66 111.027 113.386 115.735 118.074 120.403 122.723 125.031 127.329 129.615 131.89 134.154 136.405 138.644 140.87 143.084 145.284 147.471 149.645 151.804 153.95 156.081 158.198 160.3 162.386 164.458 166.515 168.555 170.58 172.59 174.582 176.559 178.519 180.463 182.39 184.3 186.193 188.069 189.927 191.769 193.592 195.398 197.187 198.957 200.71 202.445 204.161 205.86 207.54 209.202 210.846 212.471 214.078 215.667 217.237 218.789 220.322 221.837 223.333 224.81 226.269 227.71 229.131 230.535 231.919 233.285 234.633 235.962 237.273 238.565 239.839 241.094 242.332 243.55 244.751 245.933 247.097 248.244 249.372 250.482 251.574 252.648 253.705 254.744 255.765 256.768 257.755 258.723 259.675 260.609 261.526 262.425 263.308 264.174 265.023 265.856 266.671 267.47 268.253 269.019 269.77 270.503 271.221 271.923 272.609 273.279 273.934 274.573 275.197 275.805 276.398 276.976 277.539 278.087 278.62 279.138 279.642 280.132 280.607 281.067 281.514 281.947 282.365 282.77 283.161 283.539 283.903 284.254 284.591 284.915 285.226 285.525 285.81 286.083 286.343 286.591 286.826 287.049 287.26 287.458 287.645 287.82 287.983 288.135 288.275 288.404 288.521 288.628 288.723 288.807 288.88 288.943 288.994 289.036 289.066 289.087 289.097
12 0 2.5 5 7.5 9.99998 12.4999 14.9999 17.4997 19.9994 22.4989 24.9981 27.497 29.9953 32.493 34.9899 37.4859 39.9808 42.4743 44.9663 47.4565 49.9447 52.4306 54.9139 57.3945 59.8719 62.3459 64.8163 67.2825 69.7445 72.2018 74.654 77.101 79.5422 81.9774 84.4063 86.8285 89.2436 91.6514 94.0514 96.4433 98.8268 101.202 103.567 105.924 108.27 110.606 112.933 115.248 117.552 119.845 122.126 124.396 126.653 128.898 131.13 133.349 135.554 137.746 139.925 142.089 144.239 146.374 148.495 150.6 152.691 154.766 156.825 158.869 160.897 162.909 164.904 166.884 168.846 170.792 172.721 174.633 176.527 178.405 180.265 182.108 183.933 185.74 187.53 189.302 191.056 192.792 194.51 196.21 197.892 199.556 201.201 202.828 204.437 206.027 207.599 209.153 210.688 212.205 213.704 215.184 216.646 218.089 219.514 220.921 222.309 223.679 225.031 226.364 227.68 228.977 230.256 231.517 232.76 233.984 235.191 236.38 237.552 238.705 239.841 240.959 242.06 243.143 244.208 245.257 246.288 247.302 248.298 249.278 250.241 251.187 252.116 253.028 253.924 254.804 255.667 256.513 257.344 258.158 258.956 259.739 260.505 261.256 261.991 262.711 263.415 264.104 264.777 265.436 266.079 266.708 267.322 267.921 268.506 269.076 269.631 270.173 270.7 271.213 271.712 272.198 272.67 273.128 273.572 274.003 274.421 274.826 275.218 275.596 275.962 276.315 276.656 276.983 277.299 277.602 277.893 278.172 278.438 278.693 278.936 279.168 279.387 279.596 279.793 279.978 280.153 280.316 280.469 280.61 280.741 280.861 280.971 281.07 281.159 281.238 281.306 281.364 281.413 281.451 281.48 281.499 281.509
13 0 2.5 5 7.49999 9.99997 12.4999 14.9998 17.4995 19.999 22.4982 24.997 27.4952 29.9927 32.4893 34.9847 37.4789 39.9715 42.4622 44.9509 47.4372 49.9208 52.4014 54.8787 57.3524 59.8221 62.2875 64.7483 67.204 69.6543 72.0988 74.5372 76.9692 79.3943 81.8121 84.2224 86.6247 89.0187 91.404 93.7803 96.1472 98.5044 100.851 103.188 105.514 107.829 110.132 112.424 114.704 116.971 119.226 121.468 123.697 125.912 128.114 130.301 132.475 134.634 136.778 138.908 141.022 143.121 145.204 147.272 149.324 151.36 153.379 155.382 157.369 159.339 161.292 163.228 165.147 167.048 168.933 170.8 172.649 174.481 176.295 178.091 179.869 181.629 183.372 185.096 186.802 188.491 190.16 191.812 193.446 195.061 196.658 198.236 199.797 201.339 202.863 204.368 205.855 207.324 208.775 210.207 211.621 213.017 214.395 215.755 217.096 218.42 219.726 221.014 222.283 223.536 224.77 225.986 227.185 228.367 229.531 230.677 231.806 232.918 234.012 235.09 236.15 237.194 238.22 239.23 240.223 241.199 242.159 243.102 244.029 244.939 245.834 246.712 247.575 248.421 249.252 250.067 250.866 251.65 252.419 253.172 253.91 254.633 255.341 256.034 256.713 257.376 258.026 258.66 259.281 259.887 260.479 261.057 261.621 262.171 262.707 263.23 263.74 264.236 264.718 265.188 265.644 266.088 266.519 266.937 267.342 267.735 268.115 268.483 268.839 269.182 269.514 269.834 270.142 270.438 270.722 270.996 271.257 271.508 271.747 271.975 272.192 272.399 272.594 272.779 272.953 273.117 273.271 273.414 273.547 273.669 273.782 273.885 273.978 274.061 274.135 274.199 274.254 274.299 274.336 274.362 274.38 274.389
14 0 2.5 5 7.49999 9.99995 12.4998 14.9996 17.4992 19.9984 22.4972 24.9954 27.4927 29.9891 32.4841 34.9777 37.4695 39.9591 42.4464 44.931 47.4124 49.8904 52.3647 54.8347 57.3003 59.7609 62.2161 64.6657 67.1091 69.5461 71.9761 74.3989 76.814 79.221 81.6195 84.0092 86.3896 88.7605 91.1214 93.472 95.8119 98.1408 100.458 102.764 105.058 107.339 109.608 111.864 114.107 116.336 118.551 120.753 122.94 125.112 127.27 129.413 131.54 133.652 135.748 137.829 139.893 141.942 143.974 145.989 147.988 149.969 151.934 153.882 155.812 157.726 159.621 161.499 163.36 165.203 167.028 168.835 170.624 172.395 174.149 175.884 177.601 179.299 180.98 182.642 184.286 185.912 187.52 189.109 190.68 192.233 193.767 195.283 196.781 198.261 199.723 201.166 202.591 203.998 205.388 206.759 208.112 209.447 210.765 212.065 213.347 214.611 215.858 217.087 218.298 219.493 220.67 221.829 222.972 224.097 225.206 226.297 227.372 228.429 229.47 230.495 231.503 232.495 233.47 234.429 235.372 236.299 237.21 238.105 238.985 239.849 240.697 241.53 242.347 243.15 243.937 244.709 245.466 246.208 246.936 247.649 248.348 249.032 249.702 250.357 250.999 251.627 252.241 252.841 253.427 254 254.559 255.105 255.638 256.158 256.665 257.158 257.639 258.108 258.563 259.007 259.437 259.856 260.262 260.657 261.039 261.41 261.768 262.115 262.451 262.775 263.088 263.389 263.68 263.959 264.227 264.485 264.732 264.968 265.193 265.408 265.613 265.807 265.992 266.166 266.33 266.484 266.629 266.764 266.889 267.005 267.111 267.208 267.295 267.374 267.443 267.504 267.555 267.598 267.632 267.658 267.674 267.683
15 0 2.5 5 7.49998 9.99992 12.4998 14.9994 17.4987 19.9976 22.4958 24.9931 27.4894 29.9842 32.4774 34.9685 37.4573 39.9434 42.4263 44.9059 47.3815 49.8529 52.3196 54.7811 57.2372 59.6872 62.1309 64.5678 66.9974 69.4193 71.8332 74.2385 76.635 79.0221 81.3995 83.7669 86.1237 88.4697 90.8045 93.1277 95.439 97.738 100.024 102.298 104.558 106.805 109.038 111.257 113.462 115.651 117.827 119.987 122.131 124.26 126.374 128.471 130.553 132.617 134.666 136.698 138.713 140.711 142.692 144.655 146.602 148.531 150.442 152.336 154.212 156.07 157.91 159.732 161.536 163.323 165.091 166.84 168.572 170.285 171.98 173.657 175.316 176.956 178.578 180.181 181.767 183.334 184.882 186.413 187.925 189.419 190.895 192.353 193.793 195.214 196.618 198.004 199.371 200.721 202.054 203.368 204.665 205.944 207.206 208.45 209.677 210.887 212.079 213.254 214.412 215.554 216.678 217.786 218.876 219.951 221.008 222.05 223.074 224.083 225.076 226.052 227.013 227.957 228.886 229.799 230.697 231.579 232.446 233.298 234.134 234.956 235.762 236.554 237.331 238.094 238.841 239.575 240.294 240.999 241.69 242.367 243.03 243.679 244.315 244.937 245.546 246.141 246.723 247.292 247.848 248.391 248.921 249.439 249.944 250.436 250.916 251.384 251.84 252.283 252.715 253.135 253.543 253.939 254.324 254.697 255.059 255.41 255.749 256.078 256.395 256.702 256.998 257.283 257.558 257.822 258.076 258.319 258.553 258.776 258.989 259.193 259.386 259.57 259.744 259.909 260.064 260.21 260.347 260.474 260.593 260.702 260.803 260.894 260.977 261.051 261.117 261.174 261.223 261.263 261.295 261.319 261.335 261.343
16 0 2.5 5 7.49997 9.99987 12.4996 14.9991 17.4981 19.9964 22.4939 24.9902 27.4849 29.9779 32.4686 34.9567 37.4419 39.9236 42.4015 44.8751 47.3439 49.8075 52.2655 54.7173 57.1625 59.6006 62.0313 64.4539 66.8682 69.2736 71.6697 74.056 76.4323 78.798 81.1527 83.4961 85.8278 88.1474 90.4546 92.749 95.0303 97.2981 99.5522 101.792 104.018 106.229 108.425 110.606 112.772 114.922 117.057 119.175 121.277 123.363 125.432 127.484 129.519 131.538 133.539 135.522 137.488 139.437 141.368 143.281 145.176 147.054 148.913 150.754 152.577 154.382 156.169 157.937 159.687 161.419 163.132 164.827 166.503 168.161 169.801 171.423 173.026 174.61 176.177 177.725 179.254 180.766 182.259 183.734 185.191 186.63 188.051 189.454 190.84 192.207 193.557 194.888 196.203 197.499 198.778 200.04 201.285 202.512 203.722 204.915 206.091 207.25 208.392 209.518 210.627 211.719 212.795 213.855 214.898 215.926 216.937 217.932 218.911 219.875 220.823 221.756 222.673 223.574 224.461 225.332 226.189 227.03 227.857 228.669 229.467 230.25 231.018 231.773 232.513 233.239 233.951 234.65 235.334 236.005 236.663 237.307 237.938 238.556 239.161 239.752 240.331 240.897 241.451 241.992 242.52 243.036 243.54 244.032 244.512 244.98 245.436 245.88 246.313 246.735 247.144 247.543 247.93 248.307 248.672 249.026 249.37 249.703 250.025 250.337 250.638 250.929 251.21 251.481 251.741 251.992 252.233 252.464 252.685 252.897 253.1 253.293 253.476 253.651 253.816 253.972 254.119 254.258 254.387 254.508 254.62 254.724 254.819 254.906 254.985 255.055 255.117 255.172 255.218 255.256 255.287 255.31 255.325 255.332
17 0 2.5 4.99999 7.49995 9.99979 12.4994 14.9986 17.4972 19.9949 22.4913 24.9863 27.4792 29.9698 32.4576 34.9421 37.4229 39.8995 42.3714 44.8381 47.299 49.7538 52.2018 54.6426 57.0757 59.5006 61.9169 64.3239 66.7214 69.1088 71.4857 73.8516 76.2062 78.549 80.8796 83.1978 85.503 87.7949 90.0733 92.3377 94.5879 96.8236 99.0444 101.25 103.441 105.615 107.774 109.917 112.043 114.154 116.247 118.323 120.383 122.425 124.45 126.457 128.447 130.419 132.374 134.31 136.228 138.129 140.011 141.874 143.72 145.547 147.356 149.146 150.918 152.672 154.406 156.123 157.821 159.5 161.161 162.803 164.427 166.033 167.62 169.189 170.739 172.271 173.784 175.28 176.757 178.216 179.657 181.08 182.486 183.873 185.242 186.594 187.928 189.245 190.544 191.825 193.089 194.336 195.566 196.779 197.975 199.154 200.316 201.461 202.59 203.702 204.798 205.878 206.941 207.989 209.02 210.035 211.035 212.019 212.987 213.94 214.878 215.8 216.707 217.599 218.477 219.339 220.187 221.02 221.839 222.643 223.433 224.209 224.97 225.718 226.452 227.172 227.879 228.572 229.252 229.919 230.572 231.212 231.84 232.454 233.056 233.645 234.221 234.785 235.337 235.877 236.404 236.92 237.423 237.915 238.395 238.864 239.321 239.767 240.201 240.624 241.036 241.437 241.828 242.207 242.576 242.934 243.282 243.619 243.946 244.263 244.57 244.866 245.153 245.43 245.697 245.955 246.202 246.441 246.67 246.89 247.1 247.302 247.494 247.678 247.852 248.018 248.175 248.324 248.464 248.596 248.719 248.834 248.941 249.039 249.13 249.212 249.287 249.354 249.413 249.465 249.509 249.545 249.574 249.596 249.61 249.617
18 0 2.5 4.99999 7.49992 9.99969 12.4991 14.998 17.496 19.9928 22.4881 24.9813 27.472 29.9598 32.444 34.9243 37.4 39.8706 42.3356 44.7944 47.2465 49.6913 52.1282 54.5568 56.9766 59.387 61.7875 64.1776 66.557 68.9251 71.2814 73.6256 75.9573 78.276 80.5814 82.873 85.1507 87.4139 89.6625 91.8961 94.1143 96.317 98.5039 100.675 102.829 104.967 107.088 109.193 111.28 113.35 115.402 117.437 119.454 121.453 123.434 125.397 127.342 129.269 131.178 133.068 134.939 136.792 138.626 140.442 142.24 144.018 145.778 147.519 149.242 150.946 152.631 154.297 155.945 157.575 159.185 160.778 162.351 163.907 165.444 166.962 168.462 169.944 171.408 172.854 174.281 175.691 177.083 178.457 179.813 181.152 182.473 183.776 185.062 186.331 187.583 188.817 190.035 191.235 192.419 193.586 194.737 195.871 196.988 198.089 199.174 200.243 201.296 202.333 203.354 204.36 205.35 206.324 207.283 208.227 209.156 210.07 210.969 211.853 212.723 213.578 214.418 215.244 216.056 216.854 217.638 218.408 219.164 219.907 220.636 221.351 222.054 222.743 223.419 224.082 224.732 225.369 225.994 226.606 227.205 227.792 228.367 228.93 229.481 230.02 230.547 231.063 231.566 232.059 232.54 233.009 233.468 233.915 234.351 234.776 235.191 235.595 235.988 236.371 236.743 237.105 237.457 237.799 238.131 238.452 238.764 239.066 239.359 239.642 239.915 240.179 240.434 240.68 240.916 241.143 241.362 241.571 241.772 241.964 242.148 242.323 242.489 242.647 242.797 242.939 243.072 243.197 243.315 243.424 243.526 243.62 243.706 243.785 243.856 243.92 243.977 244.026 244.068 244.102 244.13 244.151 244.164 244.171
19 0 2.5 4.99998 7.49988 9.99954 12.4987 14.9972 17.4945 19.9902 22.4839 24.9751 27.4631 29.9475 32.4277 34.903 37.3728 39.8366 42.2938 44.7438 47.1859 49.6196 52.0444 54.4596 56.8649 59.2595 61.6431 64.0152 66.3752 68.7228 71.0574 73.3788 75.6864 77.9799 80.259 82.5233 84.7724 87.0061 89.2241 91.4261 93.6118 95.7809 97.9333 100.069 102.187 104.288 106.371 108.437 110.485 112.515 114.526 116.52 118.495 120.452 122.39 124.309 126.21 128.093 129.956 131.801 133.627 135.434 137.222 138.991 140.742 142.473 144.186 145.88 147.555 149.211 150.848 152.467 154.067 155.648 157.211 158.756 160.281 161.789 163.278 164.749 166.202 167.636 169.053 170.451 171.832 173.195 174.54 175.868 177.178 178.471 179.746 181.004 182.246 183.47 184.677 185.867 187.041 188.198 189.339 190.463 191.571 192.663 193.739 194.799 195.843 196.871 197.884 198.881 199.863 200.83 201.782 202.718 203.64 204.547 205.439 206.317 207.18 208.029 208.863 209.684 210.491 211.283 212.062 212.828 213.579 214.318 215.043 215.755 216.454 217.14 217.813 218.473 219.12 219.756 220.378 220.989 221.587 222.173 222.747 223.309 223.86 224.399 224.926 225.442 225.946 226.439 226.921 227.392 227.852 228.302 228.74 229.168 229.585 229.992 230.389 230.775 231.151 231.517 231.873 232.219 232.555 232.882 233.199 233.506 233.805 234.093 234.373 234.643 234.905 235.157 235.4 235.635 235.861 236.078 236.287 236.487 236.679 236.862 237.037 237.204 237.363 237.514 237.658 237.793 237.92 238.04 238.152 238.257 238.354 238.444 238.526 238.601 238.669 238.73 238.784 238.831 238.871 238.904 238.931 238.95 238.963 238.97
20 0 2.5 4.99997 7.49982 9.99934 12.4982 14.9961 17.4925 19.987 22.4788 24.9675 27.4524 29.9329 32.4082 34.8779 37.3411 39.7972 42.2457 44.6858 47.117 49.5386 51.9501 54.3509 56.7405 59.1183 61.4839 63.8367 66.1764 68.5023 70.8143 73.1118 75.3944 77.6619 79.9138 82.1499 84.3698 86.5733 88.7601 90.93 93.0826 95.2179 97.3356 99.4355 101.517 103.581 105.627 107.654 109.663 111.653 113.624 115.577 117.511 119.426 121.322 123.198 125.056 126.895 128.715 130.515 132.297 134.059 135.802 137.526 139.231 140.918 142.585 144.233 145.862 147.472 149.064 150.637 152.191 153.727 155.244 156.742 158.222 159.684 161.128 162.554 163.961 165.351 166.722 168.076 169.413 170.731 172.033 173.316 174.583 175.833 177.065 178.281 179.479 180.661 181.827 182.976 184.109 185.225 186.325 187.409 188.478 189.53 190.567 191.589 192.594 193.585 194.56 195.521 196.466 197.397 198.313 199.214 200.101 200.973 201.831 202.675 203.505 204.321 205.124 205.912 206.688 207.449 208.198 208.933 209.655 210.364 211.06 211.744 212.415 213.073 213.719 214.353 214.974 215.584 216.181 216.767 217.341 217.903 218.454 218.993 219.521 220.037 220.543 221.037 221.521 221.994 222.456 222.907 223.348 223.779 224.199 224.609 225.008 225.398 225.778 226.148 226.508 226.859 227.2 227.531 227.853 228.166 228.47 228.764 229.05 229.326 229.594 229.852 230.103 230.344 230.577 230.802 231.018 231.226 231.426 231.617 231.801 231.976 232.144 232.304 232.456 232.601 232.738 232.867 232.989 233.104 233.211 233.311 233.404 233.49 233.569 233.641 233.706 233.764 233.816 233.861 233.899 233.931 233.956 233.975 233.987 233.994
21 0 2.5 4.99996 7.49974 9.99908 12.4976 14.9948 17.4901 19.9829 22.4726 24.9584 27.4396 29.9156 32.3855 34.8487 37.3045 39.7521 42.1909 44.6203 47.0395 49.4481 51.8453 54.2306 56.6035 58.9635 61.31 63.6427 65.9609 68.2644 70.5528 72.8255 75.0824 77.323 79.5471 81.7544 83.9445 86.1173 88.2725 90.4099 92.5293 94.6305 96.7133 98.7777 100.823 102.85 104.858 106.847 108.817 110.768 112.7 114.612 116.505 118.379 120.234 122.069 123.884 125.681 127.458 129.215 130.953 132.672 134.372 136.053 137.714 139.356 140.979 142.584 144.169 145.735 147.283 148.812 150.322 151.814 153.287 154.742 156.178 157.597 158.997 160.38 161.744 163.091 164.42 165.732 167.026 168.303 169.562 170.805 172.031 173.239 174.431 175.606 176.765 177.908 179.034 180.144 181.238 182.316 183.378 184.425 185.456 186.472 187.472 188.457 189.428 190.383 191.323 192.249 193.16 194.057 194.94 195.808 196.662 197.502 198.329 199.141 199.94 200.726 201.498 202.257 203.003 203.736 204.456 205.163 205.858 206.54 207.209 207.867 208.512 209.144 209.765 210.374 210.972 211.557 212.131 212.694 213.245 213.785 214.314 214.832 215.339 215.835 216.321 216.795 217.26 217.714 218.157 218.59 219.014 219.427 219.83 220.223 220.607 220.981 221.345 221.7 222.046 222.382 222.709 223.027 223.336 223.636 223.928 224.21 224.484 224.749 225.006 225.254 225.494 225.725 225.949 226.164 226.371 226.571 226.762 226.946 227.122 227.29 227.451 227.604 227.75 227.889 228.02 228.144 228.261 228.371 228.474 228.57 228.659 228.741 228.817 228.886 228.948 229.004 229.054 229.097 229.133 229.164 229.188 229.206 229.218 229.224
22 0 2.5 4.99994 7.49963 9.99873 12.4967 14.9931 17.4871 19.978 22.4651 24.9475 27.4246 29.8954 32.3592 34.8153 37.2628 39.7011 42.1294 44.5471 46.9535 49.348 51.73 54.0989 56.4542 58.7954 61.1219 63.4335 65.7295 68.0097 70.2737 72.521 74.7514 76.9646 79.1604 81.3383 83.4983 85.64 87.7633 89.8681 91.954 94.0211 96.0691 98.0979 100.108 102.098 104.069 106.02 107.952 109.864 111.756 113.629 115.482 117.316 119.13 120.924 122.698 124.453 126.189 127.905 129.601 131.278 132.936 134.574 136.193 137.793 139.374 140.936 142.479 144.003 145.508 146.995 148.463 149.913 151.344 152.757 154.152 155.529 156.889 158.23 159.554 160.86 162.148 163.42 164.674 165.911 167.131 168.335 169.521 170.692 171.845 172.983 174.104 175.209 176.298 177.371 178.429 179.471 180.497 181.509 182.505 183.486 184.452 185.403 186.34 187.262 188.17 189.063 189.942 190.808 191.659 192.496 193.32 194.13 194.927 195.71 196.48 197.238 197.982 198.713 199.432 200.138 200.831 201.512 202.181 202.838 203.482 204.115 204.736 205.345 205.943 206.529 207.104 207.667 208.22 208.761 209.291 209.811 210.319 210.817 211.305 211.782 212.249 212.705 213.152 213.588 214.014 214.431 214.838 215.235 215.622 216 216.369 216.729 217.079 217.42 217.752 218.075 218.389 218.695 218.992 219.28 219.559 219.831 220.094 220.348 220.595 220.833 221.064 221.286 221.501 221.707 221.907 222.098 222.282 222.458 222.627 222.789 222.943 223.091 223.231 223.364 223.49 223.609 223.721 223.827 223.925 224.017 224.103 224.182 224.255 224.321 224.381 224.434 224.482 224.523 224.558 224.587 224.611 224.628 224.64 224.645
23 0 2.5 4.99991 7.49949 9.99829 12.4957 14.991 17.4834 19.9721 22.4562 24.9349 27.4071 29.8722 32.3293 34.7775 37.216 39.6441 42.0611 44.4662 46.8589 49.2384 51.6043 53.9558 56.2927 58.6142 60.92 63.2097 65.4828 67.739 69.9779 72.1992 74.4027 76.588 78.7549 80.9032 83.0327 85.1431 87.2344 89.3064 91.359 93.3919 95.4052 97.3988 99.3726 101.326 103.26 105.174 107.068 108.942 110.797 112.631 114.445 116.239 118.013 119.767 121.502 123.217 124.912 126.587 128.243 129.879 131.496 133.094 134.672 136.231 137.771 139.292 140.795 142.278 143.743 145.189 146.617 148.027 149.418 150.791 152.147 153.484 154.804 156.106 157.391 158.659 159.909 161.142 162.358 163.558 164.741 165.907 167.057 168.19 169.308 170.409 171.495 172.565 173.619 174.657 175.681 176.689 177.682 178.66 179.623 180.571 181.505 182.425 183.33 184.221 185.098 185.961 186.81 187.645 188.467 189.276 190.071 190.853 191.622 192.378 193.121 193.851 194.569 195.275 195.968 196.649 197.317 197.974 198.619 199.252 199.873 200.483 201.082 201.669 202.244 202.809 203.363 203.906 204.438 204.959 205.47 205.97 206.46 206.94 207.409 207.869 208.318 208.758 209.187 209.607 210.018 210.419 210.81 211.192 211.565 211.929 212.284 212.63 212.967 213.295 213.614 213.925 214.228 214.521 214.807 215.084 215.353 215.614 215.867 216.112 216.349 216.578 216.8 217.014 217.22 217.419 217.611 217.795 217.971 218.141 218.304 218.459 218.607 218.749 218.884 219.012 219.133 219.247 219.355 219.457 219.552 219.64 219.722 219.798 219.868 219.932 219.989 220.041 220.087 220.126 220.16 220.188 220.211 220.227 220.238 220.244
24 0 2.49999 4.99987 7.49931 9.99773 12.4944 14.9885 17.4791 19.9652 22.4459 24.9202 27.3872 29.8459 32.2955 34.735 37.1638 39.5809 41.9857 44.3775 46.7556 49.1193 51.4682 53.8017 56.1193 58.4204 60.7047 62.9719 65.2214 67.453 69.6663 71.8612 74.0372 76.1943 78.3321 80.4505 82.5493 84.6284 86.6877 88.7269 90.7462 92.7452 94.7241 96.6827 98.621 100.539 102.437 104.314 106.171 108.007 109.824 111.62 113.396 115.151 116.887 118.603 120.298 121.974 123.63 125.266 126.882 128.479 130.057 131.615 133.154 134.674 136.175 137.657 139.12 140.564 141.99 143.398 144.787 146.158 147.511 148.846 150.164 151.464 152.746 154.011 155.259 156.489 157.703 158.9 160.08 161.244 162.391 163.522 164.637 165.736 166.819 167.886 168.938 169.975 170.996 172.002 172.992 173.968 174.93 175.876 176.808 177.726 178.63 179.519 180.394 181.256 182.104 182.938 183.759 184.567 185.361 186.142 186.911 187.666 188.409 189.139 189.857 190.563 191.256 191.937 192.606 193.263 193.909 194.543 195.165 195.776 196.376 196.964 197.542 198.108 198.663 199.208 199.742 200.266 200.779 201.282 201.774 202.257 202.729 203.191 203.644 204.087 204.52 204.944 205.358 205.763 206.158 206.544 206.922 207.29 207.649 208 208.342 208.675 208.999 209.316 209.623 209.923 210.214 210.497 210.772 211.039 211.298 211.55 211.793 212.029 212.257 212.478 212.692 212.898 213.096 213.288 213.472 213.649 213.82 213.983 214.139 214.289 214.432 214.568 214.698 214.821 214.937 215.048 215.152 215.249 215.341 215.426 215.505 215.578 215.645 215.707 215.762 215.812 215.856 215.894 215.926 215.953 215.975 215.991 216.002 216.007
